Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m)
1781460.0;9091.8546;14023.441;9093.6296;14023.6159;9093.3524;14022.1159;9092.2165;14021.0174;9084.4977;14041.1275;9091.9653;14022.4836;9093.7389;14022.1069;9093.651;14021.3844;9087.3554;14028.3194;9094.0275;14022.6463
1781480.0;9091.8782;14023.4304;9093.7049;14023.6101;9093.3793;14022.1451;9092.2668;14021.0769;9084.4618;14041.1434;9091.9411;14022.4921;9093.8632;14021.9688;9093.6067;14021.4611;9087.2574;14028.3467;9094.0362;14022.8023
1781500.0;9091.8971;14023.4272;9093.7832;14023.6064;9093.415;14022.1846;9092.3158;14021.1095;9084.426;14041.1593;9091.9278;14022.4954;9093.9625;14021.8658;9093.5682;14021.5286;9087.159;14028.3734;9094.0445;14022.9307
1781520.0;9091.9099;14023.4306;9093.8491;14023.5994;9093.4365;14022.2413;9092.3603;14021.1147;9084.3901;14041.1752;9091.9235;14022.4965;9094.0269;14021.8028;9093.5344;14021.5855;9087.0605;14028.3999;9094.0487;14023.0286
1781540.0;9091.919;14023.4422;9093.8862;14023.5824;9093.4321;14022.3114;9092.3978;14021.103;9084.3543;14041.191;9091.9262;14022.4967;9094.058;14021.772;9093.5032;14021.6352;9086.9619;14028.4263;9094.0526;14023.084
1781560.0;9091.9294;14023.4651;9093.8864;14023.5479;9093.4091;14022.3812;9092.4285;14021.0863;9084.3185;14041.2069;9091.9349;14022.4967;9094.0643;14021.7599;9093.4752;14021.6788;9086.8634;14028.4528;9094.0589;14023.091
1781580.0;9091.9453;14023.4994;9093.8537;14023.4928;9093.3819;14022.4373;9092.4528;14021.0707;9084.2826;14041.2228;9091.9477;14022.4967;9094.0563;14021.7563;9093.4544;14021.7135;9086.7653;14028.4774;9094.0701;14023.0636
1781600.0;9091.9678;14023.5414;9093.8008;14023.4232;9093.3553;14022.4749;9092.4694;14021.0588;9084.2468;14041.2387;9091.9596;14022.4965;9094.043;14021.7554;9093.4453;14021.7364;9086.6692;14028.4944;9094.0867;14023.0271
1781620.0;9091.994;14023.586;9093.7422;14023.3537;9093.3235;14022.4994;9092.4776;14021.0569;9084.2109;14041.2546;9091.9645;14022.4954;9094.0313;14021.7554;9093.4511;14021.7484;9086.5791;14028.4892;9094.1034;14023.003
1781640.0;9092.0195;14023.6305;9093.6877;14023.2996;9093.2805;14022.5199;9092.4795;14021.0797;9084.1751;14041.2705;9091.9594;14022.4921;9094.0261;14021.7554;9093.4721;14021.7534;9086.5033;14028.4319;9094.109;14023.0022
1781660.0;9092.0428;14023.6735;9093.6412;14023.2685;9093.2262;14022.5406;9092.4784;14021.1448;9084.1392;14041.2863;9091.9468;14022.4836;9094.0284;14021.7554;9093.5066;14021.755;9086.4538;14028.2808;9094.0906;14023.0291
1781680.0;9092.0664;14023.7105;9093.6032;14023.26;9093.1624;14022.5566;9092.4731;14021.2633;9084.1034;14041.3022;9091.9317;14022.4666;9094.0357;14021.7554;9093.5493;14021.7559;9086.4415;14028.0016;9094.0412;14023.0855
1781700.0;9092.0927;14023.7328;9093.5732;14023.2706;9093.086;14022.5574;9092.4579;14021.4304;9084.0751;14041.2983;9091.9165;14022.4401;9094.045;14021.7557;9093.5939;14021.7575;9086.4695;14027.5907;9093.9668;14023.1619
1781720.0;9092.1214;14023.7328;9093.5488;14023.2961;9092.9908;14022.5342;9092.4296;14021.6268;9084.0744;14041.2257;9091.8998;14022.4083;9094.0555;14021.7567;9093.6336;14021.7625;9086.5309;14027.0794;9093.8854;14023.233
1781740.0;9092.1497;14023.7101;9093.5263;14023.3305;9092.8749;14022.4856;9092.3917;14021.8278;9084.1541;14040.9543;9091.879;14022.381;9094.0694;14021.76;9093.6642;14021.7749;9086.6163;14026.5149;9093.8183;14023.267
1781760.0;9092.1753;14023.6715;9093.5042;14023.3653;9092.7481;14022.421;9092.3523;14022.0133;9084.4152;14040.2407;9091.8548;14022.3674;9094.0889;14021.7685;9093.6827;14021.799;9086.7224;14025.9407;9093.7785;14023.2435
1781780.0;9092.1985;14023.6235;9093.4862;14023.3929;9092.6319;14022.3584;9092.3174;14022.1752;9084.9856;14038.7903;9091.831;14022.3692;9094.1129;14021.7857;9093.6874;14021.8366;9086.8562;14025.3979;9093.7663;14023.1639
1781800.0;9092.22;14023.567;9093.479;14023.4105;9092.551;14022.3194;9092.2873;14022.3177;9085.9414;14036.4539;9091.8124;14022.3783;9094.1372;14021.8133;9093.6798;14021.8857;9087.0291;14024.9325;9093.7721;14023.0489
1781820.0;9092.2403;14023.4997;9093.4859;14023.4207;9092.5204;14022.32;9092.2588;14022.4509;9087.2217;14033.422;9091.8007;14022.3822;9094.1581;14021.8483;9093.6666;14021.9407;9087.2494;14024.5869;9093.7851;14022.9272
1781840.0;9092.2587;14023.424;9093.5025;14023.429;9092.542;14022.365;9092.2291;14022.5784;9088.6276;14030.1982;9091.795;14022.3739;9094.1755;14021.8841;9093.6568;14021.9958;9087.5182;14024.3795;9093.7991;14022.8237
1781860.0;9092.2737;14023.3496;9093.5201;14023.442;9092.6105;14022.4479;9092.198;14022.6922;9089.9354;14027.3076;9091.7927;14022.3561;9094.1929;14021.9154;9093.655;14022.0449;9087.8278;14024.2928;9093.8135;14022.7518
1781880.0;9092.2842;14023.2866;9093.5308;14023.4647;9092.7222;14022.5569;9092.1649;14022.7814;9091.0172;14025.0152;9091.792;14022.3371;9094.2138;14021.9432;9093.6596;14022.0829;9088.1643;14024.283;9093.8278;14022.7117
1781900.0;9092.29;14023.2384;9093.5308;14023.4977;9092.8718;14022.6778;9092.1272;14022.8461;9091.8659;14023.2956;9091.7919;14022.3232;9094.2382;14021.9758;9093.6658;14022.1086;9088.5114;14024.3044;9093.8379;14022.696
1781920.0;9092.2926;14023.2034;9093.5201;14023.5364;9093.0439;14022.7952;9092.0806;14022.9021;9092.5291;14022.0041;9091.7919;14022.3157;9094.2626;14022.0247;9093.6703;14022.1261;9088.8521;14024.3273;9093.8358;14022.6975
1781940.0;9092.2934;14023.1827;9093.5028;14023.574;9093.2118;14022.8946;9092.0212;14022.9736;9093.0397;14021.0429;9091.7919;14022.3126;9094.2837;14022.0981;9093.6724;14022.1431;9089.1667;14024.3412;9093.8147;14022.7129
1781960.0;9092.2937;14023.1829;9093.4873;14023.6089;9093.3466;14022.9674;9091.9465;14023.0804;9093.4025;14020.39;9091.7919;14022.3116;9094.3018;14022.1957;9093.6726;14022.1671;9089.4316;14024.3472;9093.7726;14022.741
1781980.0;9092.2936;14023.2107;9093.4837;14023.645;9093.4305;14023.0128;9091.8573;14023.226;9093.6284;14020.0178;9091.7919;14022.3114;9094.3215;14022.3068;9093.6706;14022.2004;9089.6254;14024.3493;9093.7127;14022.7779
1782000.0;9092.2929;14023.2664;9093.4988;14023.6876;9093.4624;14023.0358;9091.7591;14023.3929;9093.7466;14019.8635;9091.792;14022.3114;9094.3481;14022.4127;9093.6649;14022.2384;9089.7402;14024.3497;9093.6417;14022.8151
1782020.0;9092.2906;14023.3445;9093.5309;14023.7383;9093.4559;14023.042;9091.6615;14023.5494;9093.7938;14019.8468;9091.7927;14022.3114;9094.384;14022.4939;9093.6532;14022.2744;9089.7873;14024.3497;9093.5683;14022.8398
1782040.0;9092.2849;14023.4397;9093.5717;14023.7942;9093.4324;14023.0322;9091.5721;14023.6683;9093.7943;14019.9133;9091.7947;14022.3114;9094.4264;14022.539;9093.6345;14022.3053;9089.7892;14024.3497;9093.5002;14022.8325
1782060.0;9092.2732;14023.55;9093.6109;14023.8509;9093.4159;14022.9996;9091.4933;14023.7416;9093.7542;14020.0488;9091.7993;14022.3114;9094.4689;14022.5502;9093.611;14022.3346;9089.7678;14024.3497;9093.4399;14022.7688
1782080.0;9092.2544;14023.6756;9093.6408;14023.9053;9093.4286;14022.9307;9091.4234;14023.7802;9093.6687;14020.2638;9091.8076;14022.3114;9094.505;14022.541;9093.5871;14022.3671;9089.737;14024.3497;9093.382;14022.6311
1782100.0;9092.2301;14023.8133;9093.6594;14023.9566;9093.4864;14022.8131;9091.3617;14023.8032;9093.5343;14020.568;9091.8181;14022.3118;9094.5317;14022.529;9093.5674;14022.4036;9089.7031;14024.3497;9093.3156;14022.4266
1782120.0;9092.2043;14023.9538;9093.6686;14024.0082;9093.5904;14022.649;9091.3078;14023.8286;9093.3513;14020.9643;9091.8265;14022.3134;9094.5503;14022.5275;9093.5523;14022.4388;9089.6686;14024.3497;9093.23;14022.1895
1782140.0;9092.1799;14024.084;9093.6726;14024.0652;9093.7242;14022.4641;9091.2581;14023.8691;9093.1262;14021.4462;9091.828;14022.3184;9094.5636;14022.5421;9093.5384;14022.4664;9089.6341;14024.3497;9093.119;14021.9593
1782160.0;9092.1567;14024.1925;9093.6751;14024.1293;9093.8606;14022.2983;9091.2066;14023.9328;9092.8701;14021.9983;9091.8216;14022.3304;9094.5718;14022.57;9093.521;14022.4836;9089.5996;14024.3497;9092.9816;14021.7568
1782180.0;9092.133;14024.2753;9093.6798;14024.1946;9093.9775;14022.1802;9091.1478;14024.0242;9092.5975;14022.5957;9091.8111;14022.3529;9094.572;14022.601;9093.4982;14022.4921;9089.5651;14024.3497;9092.8238;14021.579
1782200.0;9092.1094;14024.3356;9093.6919;14024.249;9094.0683;14022.1086;9091.0799;14024.1427;9092.3247;14023.2023;9091.802;14022.3855;9094.5608;14022.6214;9093.4728;14022.4952;9089.5306;14024.3497;9092.6607;14021.4109
1782220.0;9092.0909;14024.379;9093.7177;14024.2796;9094.1387;14022.0581;9091.0077;14024.2792;9092.067;14023.7805;9091.7975;14022.4225;9094.537;14022.6218;9093.45;14022.4952;9089.4961;14024.3497;9092.5162;14021.2382
1782240.0;9092.0838;14024.4069;9093.7632;14024.278;9094.1968;14022.0039;9090.9445;14024.4119;9091.8336;14024.3066;9091.799;14022.4552;9094.4973;14022.6049;9093.4329;14022.4921;9089.4616;14024.3497;9092.4162;14021.0583
1782260.0;9092.0908;14024.4169;9093.8311;14024.2416;9094.2476;14021.9391;9090.9125;14024.5101;9091.6271;14024.7727;9091.8087;14022.4776;9094.4313;14022.5868;9093.4201;14022.4832;9089.4271;14024.3497;9092.3743;14020.8867
1782280.0;9092.1086;14024.4077;9093.9202;14024.1743;9094.295;14021.8757;9090.9356;14024.5493;9091.446;14025.1797;9091.8295;14022.4896;9094.309;14022.5961;9093.4084;14022.4643;9089.3926;14024.3497;9092.3808;14020.7573
1782300.0;9092.1301;14024.3834;9094.025;14024.0848;9094.3445;14021.8305;9091.0266;14024.5236;9091.2878;14025.5299;9091.862;14022.495;9094.0771;14022.6666;9093.3967;14022.4318;9089.3581;14024.3497;9092.4031;14020.7053
1782320.0;9092.1487;14024.3522;9094.1354;14023.9861;9094.4019;14021.8112;9091.1779;14024.4455;9091.1508;14025.8261;9091.9019;14022.4979;9093.6856;14022.823;9093.3873;14022.3849;9089.3236;14024.3497;9092.4015;14020.7418
1782340.0;9092.1623;14024.3227;9094.237;14023.8936;9094.4674;14021.8131;9091.3644;14024.3319;9091.0333;14026.0746;9091.9407;14022.5017;9093.1372;14023.0616;9093.3836;14022.3277;9089.2891;14024.3497;9092.3499;14020.8426
1782360.0;9092.1732;14024.3029;9094.3142;14023.8213;9094.5302;14021.8255;9091.5551;14024.1942;9090.9328;14026.2849;9091.9703;14022.5083;9092.5189;14023.3375;9093.3842;14022.2675;9089.2546;14024.3497;9092.247;14020.9589
1782380.0;9092.1848;14024.2978;9094.3565;14023.7742;9094.5691;14021.8418;9091.7258;14024.0406;9090.8469;14026.4672;9091.984;14022.5171;9091.9663;14023.5831;9093.3829;14022.2133;9089.2201;14024.3497;9092.1104;14021.044
1782400.0;9092.1984;14024.3072;9094.3599;14023.7437;9094.5612;14021.8651;9091.8646;14023.8833;9090.7726;14026.6326;9091.9757;14022.5223;9091.5819;14023.7452;9093.373;14022.1721;9089.1856;14024.3497;9091.962;14021.074
1782420.0;9092.2105;14024.3258;9094.3271;14023.7112;9094.4942;14021.9012;9091.968;14023.7339;9090.7054;14026.7922;9091.9418;14022.5146;9091.3843;14023.8105;9093.3529;14022.1465;9089.1511;14024.3497;9091.8177;14021.049
1782440.0;9092.2154;14024.3482;9094.2662;14023.6595;9094.3727;14021.9497;9092.0357;14023.5937;9090.6409;14026.9519;9091.8856;14022.4878;9091.3269;14023.8017;9093.3256;14022.1345;9089.1166;14024.3497;9091.6841;14020.9808
1782460.0;9092.2105;14024.3741;9094.189;14023.5844;9094.2154;14022.0;9092.0703;14023.4546;9090.577;14027.1073;9091.8189;14022.4449;9091.3477;14023.7552;9093.294;14022.1324;9089.0821;14024.3497;9091.5618;14020.8812
1782480.0;9092.1986;14024.4057;9094.1081;14023.4957;9094.0501;14022.0361;9092.0787;14023.3105;9090.5173;14027.2465;9091.7574;14022.3975;9091.4018;14023.7021;9093.2582;14022.1383;9089.0476;14024.3497;9091.4475;14020.7568
1782500.0;9092.1857;14024.4419;9094.0311;14023.4092;9093.908;14022.0452;9092.0723;14023.1684;9090.4695;14027.3565;9091.7122;14022.3579;9091.4662;14023.6613;9093.2172;14022.1518;9089.0131;14024.3497;9091.3357;14020.6131
1782520.0;9092.1763;14024.4776;9093.9596;14023.3381;9093.8164;14022.0234;9092.063;14023.0419;9090.438;14027.4318;9091.6855;14022.3324;9091.5284;14023.6414;9093.1727;14022.1708;9088.9786;14024.3497;9091.2214;14020.4583
1782540.0;9092.1712;14024.5067;9093.891;14023.2884;9093.7846;14021.9753;9092.0596;14022.9369;9090.4214;14027.4783;9091.6731;14022.3208;9091.5846;14023.6417;9093.1298;14022.1884;9088.9441;14024.3497;9091.1057;14020.3039
1782560.0;9092.1691;14024.5286;9093.8215;14023.2594;9093.7958;14021.9101;9092.0662;14022.8457;9090.4149;14027.5094;9091.6695;14022.3204;9091.6364;14023.6553;9093.0944;14022.1957;9088.9096;14024.3497;9090.9962;14020.1623
1782580.0;9092.1684;14024.5471;9093.7489;14023.2453;9093.818;14021.8375;9092.0828;14022.7528;9090.4138;14027.5393;9091.6712;14022.3312;9091.6896;14023.6713;9093.07;14022.1884;9088.8751;14024.3497;9090.9044;14020.0437
1782600.0;9092.1682;14024.5658;9093.6737;14023.2399;9093.8277;14021.7674;9092.1058;14022.6473;9090.4167;14027.5752;9091.678;14022.3549;9091.7519;14023.6781;9093.0561;14022.1708;9088.8406;14024.3497;9090.8413;14019.9571
1782620.0;9092.168;14024.5804;9093.5987;14023.2383;9093.8228;14021.7133;9092.1299;14022.5272;9090.4251;14027.6156;9091.6898;14022.3925;9091.8267;14023.6706;9093.0496;14022.152;9088.8061;14024.3497;9090.8135;14019.9099
1782640.0;9092.1649;14024.572;9093.5275;14023.2379;9093.814;14021.6936;9092.151;14022.3951;9090.4414;14027.6532;9091.7037;14022.4416;9091.9085;14023.652;9093.0472;14022.1391;9088.7716;14024.3497;9090.8202;14019.9049
1782660.0;9092.151;14024.5118;9093.4628;14023.2379;9093.8059;14021.7261;9092.1691;14022.2535;9090.4672;14027.6791;9091.7136;14022.4967;9091.9844;14023.6297;9093.0464;14022.1349;9088.7371;14024.3497;9090.8485;14019.9329
1782680.0;9092.1062;14024.3603;9093.4068;14023.2379;9093.7862;14021.8157;9092.1887;14022.1046;9090.5022;14027.6825;9091.7139;14022.5513;9092.0428;14023.6072;9093.0456;14022.1403;9088.7043;14024.3497;9090.8754;14019.9721
1782700.0;9091.9908;14024.0645;9093.3621;14023.2375;9093.7319;14021.9455;9092.2154;14021.955;9090.5456;14027.6514;9091.7054;14022.5987;9092.0822;14023.5825;9093.0433;14022.1563;9088.6771;14024.3484;9090.8802;14019.9971
1782720.0;9091.7493;14023.5599;9093.3305;14023.2358;9093.6265;14022.0813;9092.2515;14021.8162;9090.5995;14027.5773;9091.6959;14022.6314;9092.1123;14023.5519;9093.0376;14022.1827;9088.6651;14024.3427;9090.8577;14019.992
1782740.0;9091.3334;14022.7974;9093.3116;14023.2308;9093.4682;14022.1904;9092.2945;14021.6988;9090.6688;14027.4622;9091.6959;14022.6434;9092.1462;14023.516;9093.0259;14022.2142;9088.6852;14024.3237;9090.8203;14019.9555
1782760.0;9090.7356;14021.7832;9093.3024;14023.2188;9093.2725;14022.2596;9092.3391;14021.6052;9090.7588;14027.3186;9091.7133;14022.6334;9092.1931;14023.481;9093.0073;14022.2405;9088.7555;14024.2739;9090.7874;14019.8975
1782780.0;9090.0034;14020.5894;9093.2987;14023.196;9093.0674;14022.2956;9092.3808;14021.5278;9090.8719;14027.1612;9091.7512;14022.6058;9092.2543;14023.4534;9092.9836;14022.2508;9088.8789;14024.1709;9090.7723;14019.8303
1782800.0;9089.2147;14019.3199;9093.2976;14023.1617;9092.8878;14022.3162;9092.4193;14021.4565;9091.0062;14026.9992;9091.807;14022.5704;9092.3248;14023.4362;9092.9593;14022.2405;9089.0358;14023.9991;9090.7764;14019.7607
1782820.0;9088.4342;14018.0646;9093.2973;14023.1197;9092.7658;14022.3403;9092.4583;14021.3861;9091.1584;14026.8329;9091.8747;14022.5382;9092.3959;14023.4277;9092.9384;14022.2142;9089.1957;14023.765;9090.7945;14019.6866
1782840.0;9087.6872;14016.8778;9093.2973;14023.075;9092.7148;14022.3855;9092.5024;14021.3181;9091.3309;14026.6482;9091.9493;14022.5157;9092.4575;14023.4244;9092.921;14022.1827;9089.3397;14023.5025;9090.8202;14019.6015
1782860.0;9086.9674;14015.7816;9093.297;14023.0297;9092.7183;14022.4664;9092.5534;14021.2561;9091.5385;14026.4092;9092.0302;14022.5037;9092.5036;14023.4234;9092.9035;14022.1561;9089.4655;14023.2548;9090.8482;14019.5019
1782880.0;9086.2611;14014.7751;9093.2959;14022.9834;9092.7388;14022.5887;9092.6101;14021.1993;9091.814;14026.0457;9092.12;14022.4987;9092.5358;14023.4232;9092.8826;14022.1391;9089.5739;14023.0526;9090.8737;14019.3937
1782900.0;9085.5644;14013.8403;9093.2923;14022.936;9092.7412;14022.7445;9092.6692;14021.1417;9092.2016;14025.4557;9092.2182;14022.4975;9092.562;14023.4232;9092.8582;14022.1306;9089.6626;14022.9029;9090.8928;14019.2887
1782920.0;9084.8871;14012.9499;9093.283;14022.8881;9092.7129;14022.9136;9092.7265;14021.0766;9092.7344;14024.5454;9092.3185;14022.4987;9092.5918;14023.4232;9092.8338;14022.1273;9089.7357;14022.7977;9090.9032;14019.1991
1782940.0;9084.2478;14012.0831;9093.2642;14022.8374;9092.6631;14023.0733;9092.7762;14021.0012;9093.4056;14023.3046;9092.4118;14022.5039;9092.6306;14023.4234;9092.8129;14022.1263;9089.8069;14022.7263;9090.9046;14019.1337
1782960.0;9083.6706;14011.2344;9093.2328;14022.7791;9092.6089;14023.2101;9092.811;14020.9175;9094.151;14021.8695;9092.4916;14022.5169;9092.6789;14023.4244;9092.7955;14022.1261;9089.8885;14022.6794;9090.896;14019.094
1782980.0;9083.1804;14010.4133;9093.1895;14022.7096;9092.563;14023.3237;9092.8242;14020.8302;9094.8666;14020.5002;9092.5558;14022.5427;9092.7328;14023.4277;9092.7781;14022.1261;9089.9762;14022.6438;9090.8756;14019.0735
1783000.0;9082.7961;14009.6355;9093.1382;14022.6307;9092.5329;14023.4222;9092.8143;14020.7452;9095.4533;14019.4622;9092.6039;14022.5839;9092.7867;14023.4362;9092.7572;14022.1261;9090.0555;14022.6037;9090.8443;14019.0598
1783020.0;9082.525;14008.9135;9093.0862;14022.5484;9092.5206;14023.5124;9092.7875;14020.6697;9095.861;14018.8906;9092.6366;14022.6381;9092.8347;14023.4534;9092.7329;14022.1261;9090.1165;14022.5466;9090.8089;14019.0432
1783040.0;9082.3608;14008.2548;9093.042;14022.471;9092.5222;14023.596;9092.7561;14020.6117;9096.1033;14018.742;9092.6558;14022.6983;9092.8722;14023.4806;9092.7092;14022.1261;9090.1652;14022.4673;9090.7811;14019.0231
1783060.0;9082.2876;14007.6623;9093.0135;14022.4066;9092.53;14023.6715;9092.7341;14020.5752;9096.2355;14018.855;9092.665;14022.7556;9092.8973;14023.5136;9092.6906;14022.1261;9090.2191;14022.3659;9090.7699;14019.0064
1783080.0;9082.2867;14007.1341;9093.0043;14022.3603;9092.5374;14023.7384;9092.7311;14020.5557;9096.3167;14019.0537;9092.6687;14022.802;9092.9113;14023.5424;9092.6789;14022.1261;9090.2982;14022.2459;9090.7773;14019.0008
1783100.0;9082.3408;14006.6625;9093.0105;14022.3324;9092.5418;14023.8026;9092.7475;14020.5427;9096.3854;14019.2176;9092.6698;14022.8329;9092.9175;14023.5546;9092.673;14022.1261;9090.4133;14022.1144;9090.801;14019.0107
1783120.0;9082.4371;14006.2356;9093.0234;14022.3188;9092.5438;14023.8765;9092.7724;14020.5271;9096.4636;14019.2871;9092.6701;14022.8465;9092.9188;14023.5405;9092.6701;14022.1261;9090.5614;14021.9849;9090.8404;14019.0362
1783140.0;9082.5671;14005.841;9093.0349;14022.3134;9092.5445;14023.9725;9092.7881;14020.5093;9096.5663;14019.2418;9092.6701;14022.8424;9092.9161;14023.4971;9092.6671;14022.1261;9090.7293;14021.8745;9090.8985;14019.0733
1783160.0;9082.7291;14005.4732;9093.0419;14022.3118;9092.5446;14024.0935;9092.7812;14020.4963;9096.7056;14019.083;9092.6703;14022.82;9092.9079;14023.4294;9092.6612;14022.1261;9090.9025;14021.7995;9090.9794;14019.1164
1783180.0;9082.9326;14005.1378;9093.045;14022.3114;9092.5446;14024.227;9092.7516;14020.4926;9096.8845;14018.8281;9092.6714;14022.7799;9092.892;14023.3469;9092.6496;14022.1261;9091.072;14021.7699;9091.0834;14019.1614
1783200.0;9083.1996;14004.8524;9093.0461;14022.3114;9092.5447;14024.3509;9092.7126;14020.4953;9097.0967;14018.505;9092.6748;14022.7258;9092.8674;14023.2587;9092.6309;14022.1261;9091.2334;14021.7879;9091.2054;14019.2072
1783220.0;9083.5539;14004.6384;9093.0464;14022.3114;9092.5454;14024.4491;9092.6811;14020.4966;9097.3333;14018.1411;9092.683;14022.6654;9092.8352;14023.1726;9092.6072;14022.1261;9091.3841;14021.8477;9091.3352;14019.2537
1783240.0;9084.003;14004.5072;9093.0464;14022.3114;9092.5477;14024.523;9092.6667;14020.491;9097.5837;14017.7612;9092.6982;14022.6071;9092.7971;14023.0979;9092.5829;14022.1261;9091.5215;14021.9378;9091.461;14019.2993
1783260.0;9084.5264;14004.4507;9093.0464;14022.3114;9092.5534;14024.59;9092.6693;14020.4795;9097.8294;14017.3939;9092.7203;14022.5572;9092.7524;14023.0457;9092.562;14022.1261;9091.6432;14022.0413;9091.574;14019.342
1783280.0;9085.0867;14004.4445;9093.0464;14022.3114;9092.5645;14024.6704;9092.6841;14020.466;9098.0443;14017.0742;9092.7453;14022.5171;9092.6992;14023.0219;9092.5446;14022.1261;9091.7463;14022.1378;9091.6694;14019.3795
1783300.0;9085.6521;14004.4588;9093.0464;14022.3114;9092.5804;14024.773;9092.7069;14020.4515;9098.2091;14016.8288;9092.7674;14022.4844;9092.6386;14023.0223;9092.527;14022.1261;9091.8291;14022.2079;9091.7446;14019.4091
1783320.0;9086.2133;14004.4721;9093.0464;14022.3114;9092.595;14024.89;9092.7348;14020.4338;9098.3274;14016.657;9092.7826;14022.4564;9092.5764;14023.0361;9092.5055;14022.1261;9091.8938;14022.2409;9091.7982;14019.4292
1783340.0;9086.7818;14004.48;9093.0464;14022.3114;9092.5956;14025.0022;9092.7649;14020.4115;9098.4246;14016.53;9092.7907;14022.4355;9092.5173;14023.0562;9092.4789;14022.1261;9091.9474;14022.239;9091.8338;14019.4437
1783360.0;9087.3747;14004.4954;9093.0464;14022.3109;9092.5676;14025.0906;9092.7957;14020.3867;9098.5291;14016.4072;9092.7941;14022.4272;9092.4582;14023.0833;9092.4495;14022.1261;9091.9989;14022.2146;9091.8613;14019.4634
1783380.0;9087.998;14004.539;9093.0464;14022.3093;9092.5049;14025.1475;9092.8267;14020.3613;9098.6545;14016.2582;9092.7952;14022.4341;9092.388;14023.1222;9092.4193;14022.1261;9092.054;14022.1828;9091.8924;14019.4997
1783400.0;9088.6408;14004.6272;9093.0464;14022.3043;9092.4175;14025.1815;9092.8582;14020.3309;9098.7973;14016.0679;9092.7955;14022.4507;9092.298;14023.1753;9092.3897;14022.1261;9092.1128;14022.1551;9091.9334;14019.5567
1783420.0;9089.282;14004.7635;9093.0464;14022.2923;9092.3288;14025.2121;9092.8898;14020.2849;9098.9416;14015.8313;9092.7955;14022.4664;9092.1906;14023.2379;9092.3624;14022.1261;9092.1705;14022.1346;9091.983;14019.6288
1783440.0;9089.9018;14004.9418;9093.0464;14022.2699;9092.263;14025.2576;9092.9208;14020.217;9099.0679;14015.5458;9092.7955;14022.4718;9092.0776;14023.3002;9092.3417;14022.1261;9092.2199;14022.1175;9092.0356;14019.7053
1783460.0;9090.489;14005.1528;9093.0464;14022.2372;9092.2317;14025.3246;9092.9513;14020.1337;9099.1592;14015.2158;9092.7955;14022.462;9091.9717;14023.3523;9092.3318;14022.1261;9092.2562;14022.097;9092.0852;14019.7752
1783480.0;9091.0383;14005.3881;9093.0467;14022.2002;9092.2309;14025.4076;9092.9806;14020.0509;9099.2054;14014.8627;9092.7955;14022.4376;9091.878;14023.3884;9092.3328;14022.1261;9092.279;14022.0684;9092.1283;14019.8303
1783500.0;9091.5445;14005.6402;9093.0477;14022.1673;9092.2476;14025.4966;9093.0064;14019.9831;9099.203;14014.5289;9092.7955;14022.4038;9091.7944;14023.4089;9092.3391;14022.1261;9092.2929;14022.0334;9092.165;14019.8674
1783520.0;9092.0006;14005.9051;9093.0504;14022.1439;9092.2692;14025.5841;9093.0258;14019.9341;9099.1544;14014.26;9092.7955;14022.3692;9091.7152;14023.4184;9092.3425;14022.1261;9092.3049;14021.9986;9092.1977;14019.8881
1783540.0;9092.3987;14006.1881;9093.0565;14022.1286;9092.2896;14025.6683;9093.0376;14019.8968;9099.0682;14014.0784;9092.7955;14022.3414;9091.6378;14023.4219;9092.3391;14022.1261;9092.3207;14021.971;9092.2278;14019.8977
