Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_L(m);Y_L(m)
1680340.0;2999.3524;1850.2799;2997.5346;1856.5744;3002.6147;1853.1046;2999.7177;1855.9426;3001.7768;1852.619;3000.4452;1852.2699;2997.1334;1850.1398
1680360.0;2999.2971;1850.3199;2997.4066;1856.6461;3002.6736;1853.1148;2999.6601;1855.898;3001.7681;1852.5073;3000.4851;1852.2455;2997.1397;1850.1154
1680380.0;2999.2261;1850.3433;2997.2854;1856.699;3002.7225;1853.1248;2999.6068;1855.8427;3001.7588;1852.3997;3000.5287;1852.2368;2997.1414;1850.0725
1680400.0;2999.1411;1850.357;2997.1668;1856.7274;3002.7597;1853.1302;2999.557;1855.7869;3001.7583;1852.2937;3000.5692;1852.2457;2997.1399;1850.0082
1680420.0;2999.0455;1850.3694;2997.0474;1856.7324;3002.7899;1853.1286;2999.5062;1855.7354;3001.7827;1852.1814;3000.5981;1852.2709;2997.1342;1849.9296
1680440.0;2998.9415;1850.3877;2996.9272;1856.7211;3002.8228;1853.1178;2999.4484;1855.6878;3001.8472;1852.0556;3000.6088;1852.3081;2997.1224;1849.8531
1680460.0;2998.83;1850.4155;2996.81;1856.7025;3002.8696;1853.0957;2999.3807;1855.6435;3001.9542;1851.9157;3000.5989;1852.3525;2997.1031;1849.7972
1680480.0;2998.7143;1850.4505;2996.6996;1856.6841;3002.9381;1853.0626;2999.3061;1855.6052;3002.0876;1851.7715;3000.5723;1852.4027;2997.0771;1849.7712
1680500.0;2998.6022;1850.4864;2996.5947;1856.6702;3003.0287;1853.0238;2999.231;1855.5771;3002.2186;1851.6384;3000.5375;1852.4636;2997.0471;1849.77
1680520.0;2998.5016;1850.5174;2996.4903;1856.6606;3003.132;1852.9857;2999.1616;1855.5617;3002.323;1851.527;3000.5056;1852.5432;2997.0143;1849.7803
1680540.0;2998.4161;1850.5441;2996.3833;1856.6511;3003.2317;1852.95;2999.1034;1855.5594;3002.3956;1851.4353;3000.4848;1852.6452;2996.9768;1849.7911
1680560.0;2998.3442;1850.573;2996.2764;1856.6339;3003.3117;1852.9133;2999.0644;1855.571;3002.4478;1851.3526;3000.4775;1852.7653;2996.931;1849.7978
1680580.0;2998.2835;1850.6126;2996.1764;1856.5997;3003.3637;1852.872;2999.0566;1855.5974;3002.4948;1851.2701;3000.4835;1852.8933;2996.8737;1849.8017
1680600.0;2998.2334;1850.6675;2996.0897;1856.542;3003.3879;1852.828;2999.0914;1855.6331;3002.5431;1851.187;3000.5071;1853.021;2996.8029;1849.8057
1680620.0;2998.1955;1850.7369;2996.0186;1856.4589;3003.39;1852.7867;2999.1706;1855.661;3002.5886;1851.1099;3000.561;1853.1491;2996.7187;1849.8135
1680640.0;2998.1703;1850.8169;2995.9608;1856.3557;3003.3766;1852.7496;2999.2809;1855.656;3002.6241;1851.047;3000.6599;1853.2856;2996.6237;1849.8292
1680660.0;2998.1555;1850.9034;2995.9133;1856.2421;3003.3552;1852.712;2999.4003;1855.5998;3002.6462;1851.0003;3000.8094;1853.4379;2996.5246;1849.855
1680680.0;2998.1468;1850.994;2995.874;1856.1274;3003.336;1852.6676;2999.5116;1855.4921;3002.6572;1850.9609;3000.9987;1853.6039;2996.4312;1849.8899
1680700.0;2998.1387;1851.0873;2995.8428;1856.0169;3003.3311;1852.6126;2999.6121;1855.3504;3002.6614;1850.9128;3001.2039;1853.7721;2996.3512;1849.9309
1680720.0;2998.1263;1851.1823;2995.8232;1855.9128;3003.3486;1852.5463;2999.7088;1855.1973;3002.6626;1850.8438;3001.397;1853.9279;2996.2853;1849.9766
1680740.0;2998.1075;1851.2772;2995.8226;1855.8182;3003.3868;1852.4697;2999.8055;1855.05;3002.6622;1850.7541;3001.5534;1854.0587;2996.2257;1850.029
1680760.0;2998.084;1851.3706;2995.8496;1855.7356;3003.4324;1852.386;2999.8965;1854.9171;3002.6599;1850.6536;3001.6544;1854.1522;2996.1612;1850.0904
1680780.0;2998.0604;1851.4612;2995.9057;1855.6592;3003.4688;1852.3015;2999.973;1854.8013;3002.6542;1850.5522;3001.6874;1854.1943;2996.0826;1850.1585
1680800.0;2998.0417;1851.5479;2995.9805;1855.5737;3003.4854;1852.2218;3000.0306;1854.7026;3002.6427;1850.456;3001.6503;1854.1761;2995.9873;1850.2255
1680820.0;2998.0301;1851.6289;2996.0592;1855.4641;3003.4825;1852.1494;3000.0696;1854.6194;3002.6247;1850.3686;3001.5548;1854.1044;2995.878;1850.2823
1680840.0;2998.0243;1851.7015;2996.1329;1855.3276;3003.4698;1852.084;3000.0905;1854.5485;3002.6032;1850.296;3001.4252;1854.0033;2995.7599;1850.3246
1680860.0;2998.0221;1851.7638;2996.2024;1855.1735;3003.4587;1852.0246;3000.0943;1854.4871;3002.5847;1850.2461;3001.2892;1853.9;2995.6376;1850.3564
1680880.0;2998.0214;1851.8173;2996.2714;1855.0137;3003.455;1851.9704;3000.0852;1854.434;3002.5754;1850.2252;3001.1671;1853.8092;2995.5153;1850.3873
1680900.0;2998.0212;1851.8653;2996.3399;1854.8499;3003.4565;1851.922;3000.0726;1854.3906;3002.576;1850.233;3001.0688;1853.7298;2995.3964;1850.4272
1680920.0;2998.0212;1851.9097;2996.4043;1854.6769;3003.4577;1851.8816;3000.0656;1854.3601;3002.5801;1850.261;3000.9959;1853.6569;2995.285;1850.4806
1680940.0;2998.0212;1851.9492;2996.4622;1854.4911;3003.4572;1851.8519;3000.0674;1854.3462;3002.5776;1850.2954;3000.9447;1853.5925;2995.1846;1850.5441
1680960.0;2998.0212;1851.9816;2996.5147;1854.3013;3003.4581;1851.8326;3000.073;1854.3468;3002.5615;1850.3246;3000.9064;1853.5424;2995.0971;1850.6093
1680980.0;2998.0212;1852.0094;2996.566;1854.1255;3003.4616;1851.8187;3000.0734;1854.3524;3002.5326;1850.3433;3000.8685;1853.5084;2995.0217;1850.6681
1681000.0;2998.0212;1852.0402;2996.6205;1853.9774;3003.4625;1851.8014;3000.0618;1854.351;3002.4985;1850.3527;3000.8198;1853.4835;2994.9574;1850.7166
1681020.0;2998.0212;1852.0823;2996.681;1853.857;3003.4524;1851.7717;3000.0369;1854.3389;3002.4679;1850.3563;3000.7562;1853.455;2994.9059;1850.7543
1681040.0;2998.0214;1852.1391;2996.7497;1853.7533;3003.4271;1851.7226;3000.002;1854.3264;3002.4459;1850.3577;3000.682;1853.4102;2994.8728;1850.7797
1681060.0;2998.0221;1852.206;2996.8278;1853.6549;3003.3905;1851.6529;2999.9609;1854.3316;3002.4325;1850.3589;3000.6059;1853.3404;2994.8659;1850.7898
1681080.0;2998.0243;1852.2744;2996.9155;1853.5573;3003.3498;1851.5675;2999.917;1854.3664;3002.424;1850.3618;3000.5369;1853.2446;2994.8897;1850.7844
1681100.0;2998.0301;1852.3368;2997.0106;1853.4617;3003.3101;1851.4771;2999.8742;1854.4283;3002.4149;1850.3682;3000.4814;1853.1312;2994.9409;1850.7697
1681120.0;2998.0419;1852.3925;2997.1081;1853.3712;3003.2728;1851.3934;2999.8369;1854.5043;3002.3993;1850.3784;3000.4422;1853.0155;2995.0072;1850.7555
1681140.0;2998.0612;1852.4467;2997.2025;1853.2871;3003.2383;1851.3226;2999.8096;1854.5836;3002.3736;1850.3881;3000.4172;1852.9134;2995.0693;1850.7507
1681160.0;2998.087;1852.5049;2997.2891;1853.2097;3003.2083;1851.2625;2999.7944;1854.6663;3002.3381;1850.3868;3000.4006;1852.8344;2995.1073;1850.7594
1681180.0;2998.1164;1852.5673;2997.3656;1853.1358;3003.1843;1851.2067;2999.7913;1854.7602;3002.2986;1850.3637;3000.3871;1852.7776;2995.1068;1850.7814
1681200.0;2998.1467;1852.6282;2997.4347;1853.061;3003.1641;1851.1512;2999.7993;1854.87;3002.2639;1850.3178;3000.3754;1852.7344;2995.0645;1850.8121
1681220.0;2998.177;1852.6799;2997.5021;1852.9808;3003.1416;1851.0961;2999.8162;1854.9887;3002.2404;1850.2599;3000.3688;1852.6946;2994.9886;1850.8442
1681240.0;2998.2063;1852.7187;2997.5733;1852.8948;3003.1089;1851.0435;2999.8375;1855.0981;3002.2272;1850.2041;3000.3704;1852.6527;2994.8927;1850.8724
1681260.0;2998.2322;1852.7483;2997.6508;1852.8073;3003.0613;1850.9951;2999.8564;1855.1744;3002.2173;1850.154;3000.3794;1852.6091;2994.7881;1850.8964
1681280.0;2998.2515;1852.7769;2997.735;1852.7248;3003.0001;1850.9529;2999.8668;1855.202;3002.2034;1850.1007;3000.3922;1852.5656;2994.6789;1850.9217
1681300.0;2998.2633;1852.8117;2997.8268;1852.6536;3002.9336;1850.917;2999.868;1855.1838;3002.1827;1850.0309;3000.4062;1852.5226;2994.5645;1850.9544
1681320.0;2998.2691;1852.8543;2997.9292;1852.5953;3002.8725;1850.8819;2999.8653;1855.1434;3002.1548;1849.9382;3000.4227;1852.4794;2994.4458;1850.9969
1681340.0;2998.2713;1852.9014;2998.0445;1852.5467;3002.8234;1850.8362;2999.8661;1855.1108;3002.1188;1849.8252;3000.444;1852.4362;2994.3271;1851.0487
1681360.0;2998.272;1852.9491;2998.1721;1852.5031;3002.7851;1850.769;2999.8733;1855.1017;3002.072;1849.6985;3000.4704;1852.393;2994.2125;1851.1091
1681380.0;2998.2722;1852.9966;2998.308;1852.4632;3002.7508;1850.6796;2999.8846;1855.1097;3002.011;1849.5646;3000.4992;1852.3486;2994.1019;1851.1757
1681400.0;2998.2722;1853.0441;2998.4466;1852.4291;3002.7145;1850.5803;2999.8964;1855.1168;3001.9341;1849.4304;3000.5265;1852.3025;2993.9924;1851.2403
1681420.0;2998.2722;1853.0911;2998.5841;1852.4026;3002.6743;1850.4905;2999.9088;1855.1098;3001.8438;1849.3052;3000.5476;1852.2553;2993.8829;1851.2902
1681440.0;2998.2722;1853.137;2998.7188;1852.3844;3002.6333;1850.425;2999.9254;1855.0872;3001.7489;1849.1991;3000.5544;1852.2075;2993.7766;1851.3176
1681460.0;2998.2722;1853.182;2998.8464;1852.3764;3002.5964;1850.3877;2999.9507;1855.0573;3001.6616;1849.1167;3000.5338;1852.1581;2993.6784;1851.3277
1681480.0;2998.2724;1853.2255;2998.9591;1852.381;3002.5675;1850.3742;2999.9864;1855.0315;3001.5927;1849.0546;3000.4747;1852.1063;2993.5914;1851.3354
1681500.0;2998.2738;1853.2646;2999.0476;1852.3973;3002.5468;1850.3794;3000.0293;1855.018;3001.5475;1849.0044;3000.3778;1852.0527;2993.5154;1851.3536
1681520.0;2998.2784;1853.2961;2999.1074;1852.4177;3002.5299;1850.4008;3000.0739;1855.0196;3001.5278;1848.9591;3000.2622;1851.9989;2993.4483;1851.3853
1681540.0;2998.2906;1853.3212;2999.1414;1852.434;3002.51;1850.4364;3000.1156;1855.0312;3001.5339;1848.9155;3000.157;1851.9471;2993.3883;1851.4259
1681560.0;2998.3161;1853.3454;2999.1597;1852.4421;3002.4816;1850.4819;3000.154;1855.0418;3001.5632;1848.8728;3000.0837;1851.9003;2993.3339;1851.4719
1681580.0;2998.3585;1853.3746;2999.1752;1852.443;3002.4422;1850.5318;3000.1923;1855.0373;3001.6093;1848.8315;3000.0455;1851.8624;2993.2818;1851.5253
1681600.0;2998.415;1853.41;2999.1981;1852.4403;3002.3926;1850.5818;3000.234;1855.0066;3001.6661;1848.7955;3000.0319;1851.8338;2993.2246;1851.5925
1681620.0;2998.4751;1853.4491;2999.2314;1852.4375;3002.3338;1850.629;3000.2786;1854.9453;3001.7314;1848.7749;3000.0307;1851.8092;2993.1509;1851.6801
1681640.0;2998.5243;1853.4878;2999.2713;1852.4345;3002.2679;1850.6707;3000.3214;1854.8568;3001.8058;1848.7827;3000.0351;1851.7801;2993.0527;1851.791
1681660.0;2998.5525;1853.5223;2999.3119;1852.4263;3002.1959;1850.706;3000.356;1854.7497;3001.8888;1848.8272;3000.0431;1851.7403;2992.9336;1851.9194
1681680.0;2998.559;1853.5478;2999.3497;1852.4064;3002.1173;1850.7394;3000.3779;1854.6351;3001.9785;1848.9052;3000.0519;1851.6887;2992.8106;1852.0489
1681700.0;2998.5509;1853.5591;2999.3846;1852.3716;3002.0289;1850.7802;3000.3847;1854.5217;3002.0724;1849.003;3000.0555;1851.6274;2992.705;1852.1589
1681720.0;2998.537;1853.556;2999.4222;1852.3269;3001.9291;1850.8353;3000.375;1854.4084;3002.1663;1849.1037;3000.048;1851.5583;2992.6285;1852.2391
1681740.0;2998.5214;1853.5471;2999.4746;1852.2856;3001.8227;1850.9023;3000.3472;1854.2824;3002.2497;1849.1933;3000.0292;1851.4855;2992.5758;1852.2964
1681760.0;2998.5024;1853.5453;2999.5591;1852.266;3001.7201;1850.9689;3000.3011;1854.1284;3002.3063;1849.2653;3000.0058;1851.4164;2992.5325;1852.3466
1681780.0;2998.4759;1853.559;2999.6905;1852.2824;3001.6314;1851.0217;3000.2411;1853.9449;3002.3233;1849.3244;2999.9873;1851.3608;2992.4869;1852.3995
1681800.0;2998.44;1853.5863;2999.8694;1852.3353;3001.5588;1851.055;3000.1775;1853.7509;3002.3022;1849.3877;2999.9804;1851.3266;2992.4361;1852.453
1681820.0;2998.3976;1853.618;3000.0784;1852.4106;3001.4975;1851.0715;3000.1245;1853.5774;3002.2602;1849.4775;2999.9891;1851.318;2992.3839;1852.4989
1681840.0;2998.3554;1853.6448;3000.2903;1852.4863;3001.4418;1851.0778;3000.0931;1853.4477;3002.2195;1849.6074;3000.0193;1851.3398;2992.3367;1852.531
1681860.0;2998.3201;1853.6629;3000.4834;1852.5437;3001.3907;1851.0787;3000.0861;1853.364;3002.1958;1849.7728;3000.0791;1851.3987;2992.3;1852.5487
1681880.0;2998.2957;1853.6748;3000.6482;1852.5725;3001.3477;1851.0758;3000.0974;1853.3106;3002.194;1849.9568;3000.1743;1851.4988;2992.2773;1852.5544
1681900.0;2998.2818;1853.6864;3000.7839;1852.5715;3001.3164;1851.0673;3000.1156;1853.2684;3002.2126;1850.1416;3000.303;1851.6317;2992.2697;1852.5499
1681920.0;2998.2755;1853.7027;3000.8945;1852.5483;3001.2974;1851.0501;3000.1305;1853.2259;3002.2469;1850.3164;3000.4543;1851.7761;2992.2773;1852.5349
1681940.0;2998.2738;1853.7239;3000.9867;1852.5161;3001.2881;1851.0225;3000.1355;1853.1807;3002.2906;1850.4782;3000.6137;1851.908;2992.3;1852.5082
1681960.0;2998.2754;1853.743;3001.0722;1852.4924;3001.2847;1850.9877;3000.1274;1853.1322;3002.335;1850.63;3000.7715;1852.0152;2992.337;1852.4697
1681980.0;2998.281;1853.75;3001.166;1852.494;3001.2847;1850.9529;3000.106;1853.0781;3002.3718;1850.7791;3000.926;1852.1002;2992.3855;1852.4194
1682000.0;2998.2926;1853.7387;3001.2825;1852.5316;3001.2878;1850.9253;3000.0741;1853.0158;3002.3957;1850.932;3001.0781;1852.1713;2992.4419;1852.3551
1682020.0;2998.3113;1853.7108;3001.4278;1852.6046;3001.2957;1850.9085;3000.0398;1852.9474;3002.4044;1851.0893;3001.2248;1852.234;2992.503;1852.2733
1682040.0;2998.3349;1853.6728;3001.5949;1852.7035;3001.3092;1850.9012;3000.0163;1852.8809;3002.3986;1851.2444;3001.3578;1852.289;2992.5675;1852.1751
1682060.0;2998.3585;1853.631;3001.7649;1852.8153;3001.3257;1850.9017;3000.0181;1852.8274;3002.3807;1851.3884;3001.4681;1852.3332;2992.6372;1852.0704
1682080.0;2998.3771;1853.5913;3001.9151;1852.928;3001.3358;1850.9098;3000.0559;1852.7961;3002.3555;1851.5153;3001.5518;1852.3646;2992.7165;1851.9733
1682100.0;2998.3888;1853.5615;3002.031;1853.0339;3001.3266;1850.9268;3000.131;1852.7941;3002.3297;1851.6254;3001.6114;1852.3838;2992.8115;1851.8927
1682120.0;2998.3947;1853.5503;3002.1113;1853.131;3001.29;1850.9545;3000.2338;1852.8269;3002.3091;1851.7223;3001.6544;1852.3958;2992.9283;1851.8268
1682140.0;2998.3976;1853.5615;3002.1667;1853.2211;3001.2311;1850.9945;3000.3481;1852.8979;3002.2955;1851.8086;3001.6888;1852.4078;2993.0713;1851.7664
1682160.0;2998.4004;1853.5919;3002.2115;1853.3044;3001.1681;1851.0475;3000.46;1853.0034;3002.287;1851.8844;3001.7192;1852.4276;2993.2416;1851.7021
1682180.0;2998.4056;1853.6347;3002.2581;1853.3741;3001.1214;1851.1106;3000.5637;1853.1289;3002.2787;1851.9493;3001.7458;1852.4611;2993.4371;1851.6302
1682200.0;2998.415;1853.6867;3002.3156;1853.4213;3001.1021;1851.1752;3000.6603;1853.2531;3002.2663;1852.0054;3001.7674;1852.5097;2993.651;1851.5531
1682220.0;2998.4279;1853.7512;3002.3902;1853.4427;3001.1074;1851.2315;3000.7533;1853.3568;3002.2475;1852.0574;3001.7857;1852.5686;2993.8724;1851.4768
1682240.0;2998.4397;1853.8343;3002.4836;1853.4436;3001.1278;1851.2771;3000.8454;1853.4334;3002.2237;1852.1088;3001.8055;1852.6282;2994.0881;1851.4084
1682260.0;2998.4439;1853.9377;3002.5924;1853.432;3001.1562;1851.3174;3000.9375;1853.4912;3002.1987;1852.16;3001.8328;1852.6785;2994.2863;1851.3537
1682280.0;2998.4368;1854.0562;3002.7089;1853.4124;3001.1931;1851.36;3001.0297;1853.5486;3002.1765;1852.2102;3001.8711;1852.714;2994.4611;1851.314
1682300.0;2998.4191;1854.1797;3002.8224;1853.3888;3001.2425;1851.4079;3001.1209;1853.6215;3002.1582;1852.2575;3001.92;1852.7353;2994.6138;1851.2853
1682320.0;2998.3944;1854.3006;3002.9203;1853.3726;3001.3054;1851.4596;3001.212;1853.7138;3002.1449;1852.2941;3001.976;1852.7486;2994.7495;1851.2606
1682340.0;2998.3656;1854.4182;3002.9938;1853.3846;3001.3772;1851.5143;3001.3095;1853.8148;3002.1464;1852.2975;3002.0349;1852.7624;2994.8719;1851.2362
1682360.0;2998.3347;1854.5372;3003.045;1853.4418;3001.4521;1851.571;3001.4251;1853.9075;3002.1823;1852.2348;3002.0916;1852.7861;2994.9804;1851.2158
1682380.0;2998.3033;1854.6623;3003.0841;1853.545;3001.5324;1851.6233;3001.5664;1853.9787;3002.2706;1852.0831;3002.1386;1852.8271;2995.0702;1851.2076
1682400.0;2998.2723;1854.7925;3003.1169;1853.676;3001.6304;1851.6576;3001.7295;1854.025;3002.4074;1851.8543;3002.1645;1852.8887;2995.1366;1851.2156
1682420.0;2998.2418;1854.921;3003.1374;1853.8081;3001.7614;1851.6564;3001.8996;1854.0522;3002.56;1851.5961;3002.1545;1852.9698;2995.1805;1851.235
1682440.0;2998.2126;1855.0406;3003.135;1853.9192;3001.929;1851.6089;3002.0611;1854.0705;3002.684;1851.3664;3002.0964;1853.0645;2995.2097;1851.2555
1682460.0;2998.1875;1855.1485;3003.1059;1854.0006;3002.1155;1851.5221;3002.2057;1854.0898;3002.7472;1851.2037;3001.9891;1853.1619;2995.2348;1851.2686
1682480.0;2998.1707;1855.2458;3003.0559;1854.0599;3002.2879;1851.4221;3002.3312;1854.1158;3002.7402;1851.1205;3001.8483;1853.2462;2995.2611;1851.2701
1682500.0;2998.166;1855.3325;3002.9954;1854.1154;3002.4145;1851.3446;3002.4364;1854.1484;3002.6704;1851.1113;3001.7019;1853.2997;2995.2869;1851.2567
1682520.0;2998.1766;1855.4043;3002.9366;1854.1848;3002.4797;1851.3165;3002.5185;1854.1832;3002.5528;1851.1609;3001.5761;1853.3121;2995.3098;1851.2247
1682540.0;2998.2052;1855.4528;3002.891;1854.276;3002.4888;1851.3456;3002.5739;1854.2175;3002.4038;1851.248;3001.4829;1853.2864;2995.3332;1851.1746
1682560.0;2998.2542;1855.4701;3002.8649;1854.3855;3002.4612;1851.4231;3002.6004;1854.2544;3002.239;1851.35;3001.419;1853.2365;2995.3654;1851.1156
1682580.0;2998.3234;1855.4528;3002.8549;1854.5043;3002.4207;1851.5353;3002.5979;1854.3022;3002.0683;1851.4518;3001.3758;1853.1787;2995.4132;1851.0625
1682600.0;2998.4102;1855.4043;3002.8481;1854.6257;3002.3882;1851.6676;3002.5699;1854.3707;3001.8946;1851.5483;3001.3503;1853.1264;2995.4792;1851.0258
1682620.0;2998.5121;1855.3325;3002.8315;1854.7472;3002.3776;1851.8026;3002.5214;1854.4692;3001.7178;1851.6408;3001.3482;1853.0888;2995.5626;1851.0065
1682640.0;2998.63;1855.2456;3002.7994;1854.8701;3002.3929;1851.9182;3002.4577;1854.6047;3001.5407;1851.732;3001.3811;1853.0711;2995.6616;1851.0025
1682660.0;2998.766;1855.1473;3002.7539;1854.9969;3002.429;1851.9943;3002.3832;1854.7783;3001.3719;1851.823;3001.4594;1853.0715;2995.7727;1851.0158
1682680.0;2998.9171;1855.0359;3002.6996;1855.127;3002.4779;1852.0219;3002.302;1854.9797;3001.2226;1851.9132;3001.5858;1853.0796;2995.8918;1851.0517
1682700.0;2999.0729;1854.9068;3002.6389;1855.253;3002.5341;1852.0057;3002.2161;1855.1888;3001.0994;1851.9997;3001.749;1853.0814;2996.0148;1851.111
1682720.0;2999.2203;1854.7581;3002.5737;1855.3619;3002.5949;1851.9583;3002.122;1855.3878;3001.0023;1852.0785;3001.9271;1853.0688;2996.1394;1851.1866
1682740.0;2999.3532;1854.5925;3002.5102;1855.4371;3002.6575;1851.8914;3002.0134;1855.5709;3000.9268;1852.147;3002.0962;1853.0446;2996.2641;1851.2666
1682760.0;2999.475;1854.416;3002.4584;1855.4671;3002.7177;1851.8132;3001.889;1855.7423;3000.8684;1852.207;3002.2392;1853.0204;2996.3871;1851.3392
1682780.0;2999.592;1854.2338;3002.4248;1855.4491;3002.7734;1851.7285;3001.7559;1855.9061;3000.8237;1852.2647;3002.3461;1853.0077;2996.5061;1851.3961
1682800.0;2999.7052;1854.0478;3002.406;1855.3894;3002.8275;1851.6409;3001.6249;1856.0597;3000.7907;1852.3256;3002.4093;1853.0098;2996.6175;1851.434
1682820.0;2999.8062;1853.8564;3002.3898;1855.2997;3002.8862;1851.5524;3001.5054;1856.1951;3000.7694;1852.3901;3002.4219;1853.019;2996.7179;1851.4551
1682840.0;2999.8835;1853.6583;3002.3648;1855.1931;3002.9523;1851.4636;3001.4065;1856.3033;3000.7628;1852.4539;3002.3823;1853.024;2996.8052;1851.4653
1682860.0;2999.9317;1853.4573;3002.327;1855.08;3003.0221;1851.3753;3001.3391;1856.3782;3000.7749;1852.5133;3002.2983;1853.019;2996.8792;1851.4718
1682880.0;2999.9561;1853.2643;3002.2811;1854.9673;3003.0882;1851.2902;3001.3109;1856.4165;3000.8049;1852.5712;3002.1865;1853.0098;2996.9392;1851.4829
1682900.0;2999.9684;1853.0964;3002.2361;1854.8578;3003.1459;1851.2125;3001.32;1856.4156;3000.846;1852.6374;3002.0636;1853.0079;2996.9806;1851.5099
1682920.0;2999.9766;1852.9672;3002.2005;1854.751;3003.1966;1851.1463;3001.3542;1856.3717;3000.8891;1852.7236;3001.9373;1853.0216;2996.995;1851.567
1682940.0;2999.9797;1852.8753;3002.1773;1854.6443;3003.2432;1851.0925;3001.3973;1856.2836;3000.9281;1852.8366;3001.8034;1853.0483;2996.9768;1851.6657
1682960.0;2999.9699;1852.8017;3002.1638;1854.5371;3003.2854;1851.05;3001.4352;1856.1597;3000.9603;1852.9743;3001.6514;1853.0768;2996.9313;1851.8057
1682980.0;2999.9422;1852.7209;3002.1548;1854.4325;3003.318;1851.0187;3001.4604;1856.0194;3000.9825;1853.1257;3001.4761;1853.0933;2996.8753;1851.9713
1683000.0;2999.8998;1852.6201;3002.1466;1854.3368;3003.3354;1850.999;3001.4747;1855.8842;3000.9907;1853.2756;3001.2855;1853.0849;2996.8281;1852.137
1683020.0;2999.8534;1852.5091;3002.1408;1854.2535;3003.3365;1850.9879;3001.4865;1855.768;3000.9833;1853.41;3001.0998;1853.0432;2996.8012;1852.2781
1683040.0;2999.8117;1852.41;3002.1424;1854.181;3003.3258;1850.9778;3001.5054;1855.6726;3000.9631;1853.5199;3000.942;1852.9686;2996.7963;1852.3797
1683060.0;2999.7743;1852.3355;3002.1575;1854.1123;3003.3086;1850.962;3001.5378;1855.5896;3000.9353;1853.605;3000.8271;1852.8754;2996.8083;1852.4407
1683080.0;2999.7303;1852.2787;3002.1898;1854.0395;3003.2875;1850.9411;3001.5867;1855.5038;3000.903;1853.6733;3000.7542;1852.7857;2996.8297;1852.4738
1683100.0;2999.6648;1852.2192;3002.2415;1853.9557;3003.2624;1850.921;3001.652;1855.3963;3000.865;1853.737;3000.7076;1852.7149;2996.8522;1852.4988
1683120.0;2999.5673;1852.1413;3002.3129;1853.8619;3003.2346;1850.9069;3001.7284;1855.2521;3000.8173;1853.8064;3000.6663;1852.6612;2996.8687;1852.5324
1683140.0;2999.4396;1852.0445;3002.4073;1853.7655;3003.2082;1850.8992;3001.8055;1855.0671;3000.7555;1853.8856;3000.6155;1852.6124;2996.8753;1852.5792
1683160.0;2999.2961;1851.9387;3002.5326;1853.6772;3003.1883;1850.8952;3001.8744;1854.8503;3000.6776;1853.9735;3000.5534;1852.5616;2996.8718;1852.6323
1683180.0;2999.1592;1851.8334;3002.697;1853.6039;3003.1779;1850.8912;3001.9335;1854.6199;3000.5863;1854.0673;3000.4882;1852.5142;2996.8619;1852.681
1683200.0;2999.0474;1851.7315;3002.8953;1853.5482;3003.1779;1850.8829;3001.9877;1854.3975;3000.4906;1854.1635;3000.4305;1852.4835;2996.8529;1852.7189
1683220.0;2998.9676;1851.6291;3003.1028;1853.51;3003.1883;1850.8658;3002.0422;1854.201;3000.4032;1854.2548;3000.3891;1852.4806;2996.8538;1852.7483
1683240.0;2998.9152;1851.52;3003.2857;1853.4884;3003.208;1850.836;3002.0982;1854.0394;3000.3315;1854.3278;3000.3682;1852.5058;2996.8704;1852.7767
1683260.0;2998.8821;1851.4013;3003.4241;1853.4786;3003.2337;1850.7926;3002.1533;1853.913;3000.2697;1854.3699;3000.366;1852.5463;2996.901;1852.8105
1683280.0;2998.864;1851.2765;3003.5205;1853.4731;3003.2589;1850.7388;3002.2036;1853.8157;3000.2003;1854.3812;3000.3754;1852.5827;2996.9375;1852.85
1683300.0;2998.8628;1851.1558;3003.5899;1853.4662;3003.2769;1850.6814;3002.2467;1853.7394;3000.106;1854.3768;3000.3876;1852.6029;2996.9705;1852.8895
1683320.0;2998.881;1851.0515;3003.6453;1853.4589;3003.2834;1850.6289;3002.2818;1853.6733;2999.9815;1854.3745;3000.3969;1852.6102;2996.9942;1852.9234
1683340.0;2998.9179;1850.9697;3003.6917;1853.4556;3003.2771;1850.5886;3002.3087;1853.6027;2999.8366;1854.3816;3000.4019;1852.6199;2997.008;1852.9518
1683360.0;2998.9682;1850.908;3003.7308;1853.4599;3003.2598;1850.5631;3002.3239;1853.5115;2999.6868;1854.3946;3000.404;1852.6469;2997.0144;1852.9817
1683380.0;2999.0249;1850.8597;3003.7666;1853.4687;3003.2368;1850.5498;3002.3209;1853.3864;2999.5435;1854.4078;3000.4046;1852.6976;2997.0168;1853.0215
1683400.0;2999.0817;1850.8212;3003.8036;1853.4767;3003.2161;1850.543;3002.2949;1853.2227;2999.4105;1854.4212;3000.404;1852.7694;2997.0175;1853.0746
1683420.0;2999.1327;1850.7959;3003.8451;1853.4788;3003.2047;1850.5364;3002.2497;1853.0288;2999.2879;1854.442;3000.4018;1852.8549;2997.0176;1853.1372
1683440.0;2999.1715;1850.7927;3003.8904;1853.4725;3003.2034;1850.5235;3002.1978;1852.8287;2999.1775;1854.479;3000.396;1852.9472;2997.0176;1853.1994
1683460.0;2999.1942;1850.8207;3003.9335;1853.4579;3003.2062;1850.4995;3002.1532;1852.6533;2999.0833;1854.5359;3000.3842;1853.0413;2997.0176;1853.2504
