Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
5399060.0;2994.1995;1848.7995;2990.5882;1849.9073;2990.6346;1851.292;2990.5213;1847.6276;2991.3099;1850.2635;2996.6685;1842.842;2986.7569;1853.1094;2994.5891;1850.3667;2991.4643;1849.6837
5399080.0;2994.1494;1848.8288;2990.519;1849.7791;2990.5906;1851.1955;2990.5318;1847.7345;2991.3686;1850.458;2996.5286;1842.9045;2987.1029;1852.8748;2994.5665;1850.3588;2991.418;1849.8093
5399100.0;2994.1139;1848.8446;2990.4868;1849.6375;2990.5609;1851.0786;2990.5497;1847.829;2991.4289;1850.6715;2996.3271;1843.0086;2987.4544;1852.6142;2994.5234;1850.3536;2991.382;1849.9372
5399120.0;2994.084;1848.8476;2990.4769;1849.4952;2990.551;1850.9333;2990.5772;1847.8853;2991.4837;1850.8814;2996.0738;1843.146;2987.7895;1852.3478;2994.4648;1850.3456;2991.3506;1850.0669
5399140.0;2994.0431;1848.8469;2990.4777;1849.3614;2990.5665;1850.7602;2990.6186;1847.8799;2991.5298;1851.0809;2995.7842;1843.308;2988.0837;1852.1046;2994.3917;1850.3321;2991.3206;1850.1975
5399160.0;2993.9768;1848.855;2990.4786;1849.2457;2990.6099;1850.5719;2990.6752;1847.8051;2991.5659;1851.2721;2995.4771;1843.4947;2988.3223;1851.9063;2994.3023;1850.3146;2991.291;1850.3283
5399180.0;2993.8823;1848.88;2990.472;1849.1637;2990.6761;1850.3852;2990.7398;1847.6824;2991.5906;1851.4578;2995.1698;1843.7184;2988.4991;1851.7634;2994.1979;1850.2996;2991.2615;1850.4591
5399200.0;2993.7699;1848.9196;2990.4545;1849.134;2990.7499;1850.2126;2990.8004;1847.5545;2991.6025;1851.6379;2994.8753;1843.9944;2988.6133;1851.6764;2994.0905;1850.2935;2991.232;1850.5899
5399220.0;2993.6556;1848.9633;2990.4257;1849.1672;2990.8039;1850.0583;2990.8496;1847.4563;2991.6026;1851.8077;2994.6028;1844.3228;2988.6722;1851.636;2994.0028;1850.2962;2991.2025;1850.7207
5399240.0;2993.5541;1848.9997;2990.3876;1849.258;2990.8081;1849.9215;2990.8898;1847.3978;2991.5955;1851.9545;2994.3577;1844.6779;2988.6946;1851.6256;2993.9564;1850.3021;2991.173;1850.8515
5399260.0;2993.4731;1849.0233;2990.3432;1849.3891;2990.748;1849.8049;2990.928;1847.371;2991.5882;1852.0602;2994.1415;1845.0164;2988.7051;1851.6279;2993.9599;1850.3078;2991.1438;1850.9824
5399280.0;2993.4129;1849.0353;2990.2957;1849.5417;2990.6388;1849.7196;2990.9668;1847.3727;2991.5867;1852.1138;2993.9508;1845.3002;2988.7203;1851.6335;2994.007;1850.318;2991.1151;1851.1134
5399300.0;2993.3659;1849.0402;2990.2468;1849.7036;2990.5168;1849.6787;2991.0003;1847.4135;2991.592;1852.126;2993.7791;1845.5127;2988.7401;1851.6411;2994.0843;1850.3409;2991.0882;1851.2438
5399320.0;2993.3225;1849.0417;2990.1975;1849.8683;2990.4136;1849.6862;2991.0172;1847.5098;2991.5988;1852.1296;2993.6188;1845.6641;2988.7462;1851.6585;2994.177;1850.3807;2991.0636;1851.3712
5399340.0;2993.2764;1849.042;2990.1481;1850.0338;2990.3394;1849.7304;2991.0101;1847.6632;2991.5993;1852.158;2993.4659;1845.7799;2988.7107;1851.6996;2994.2706;1850.4356;2991.0406;1851.4882
5399360.0;2993.2271;1849.042;2990.0987;1850.1993;2990.2865;1849.7932;2990.9816;1847.851;2991.5877;1852.2207;2993.3235;1845.883;2988.6089;1851.7799;2994.3545;1850.4969;2991.0149;1851.5813
5399380.0;2993.1771;1849.042;2990.0493;1850.3648;2990.2456;1849.8605;2990.9437;1848.0343;2991.5635;1852.3003;2993.1993;1845.9823;2988.4352;1851.9074;2994.4264;1850.5489;2990.9796;1851.633
5399400.0;2993.1272;1849.042;2989.9998;1850.5304;2990.2145;1849.9231;2990.91;1848.1827;2991.5324;1852.3656;2993.0994;1846.0745;2988.2102;1852.0721;2994.4957;1850.5698;2990.9293;1851.632
5399420.0;2993.075;1849.042;2989.9504;1850.6959;2990.201;1849.9682;2990.8878;1848.2917;2991.5037;1852.3883;2993.0224;1846.157;2987.9709;1852.2474;2994.5732;1850.535;2990.8647;1851.5842
5399440.0;2993.0171;1849.042;2989.901;1850.8614;2990.219;1849.9767;2990.8768;1848.3762;2991.4852;1852.3528;2992.9604;1846.236;2987.7509;1852.4025;2994.6591;1850.4249;2990.7953;1851.5138
5399460.0;2992.9529;1849.0425;2989.8516;1851.0269;2990.2799;1849.9316;2990.8734;1848.4525;2991.479;1852.2609;2992.9049;1846.3229;2987.5694;1852.5186;2994.7382;1850.2367;2990.7352;1851.4516
5399480.0;2992.8858;1849.0441;2989.8021;1851.1924;2990.3826;1849.8328;2990.8755;1848.5252;2991.4791;1852.1308;2992.8516;1846.4259;2987.4315;1852.5967;2994.7905;1849.9972;2990.6958;1851.4188
5399500.0;2992.8204;1849.0495;2989.7527;1851.3579;2990.5103;1849.7008;2990.8833;1848.588;2991.4769;1851.9874;2992.7993;1846.5475;2987.3331;1852.6529;2994.8065;1849.7673;2990.678;1851.4158
5399520.0;2992.7584;1849.0636;2989.7033;1851.5234;2990.6408;1849.5623;2990.8974;1848.6335;2991.4659;1851.8504;2992.7465;1846.6873;2987.2634;1852.7051;2994.7906;1849.6211;2990.6732;1851.4274
5399540.0;2992.6945;1849.0928;2989.6539;1851.6889;2990.7592;1849.4321;2990.9151;1848.6587;2991.4461;1851.7287;2992.6895;1846.8417;2987.208;1852.7622;2994.7467;1849.6044;2990.6649;1851.428
5399560.0;2992.618;1849.1434;2989.6045;1851.8544;2990.8643;1849.3034;2990.9269;1848.6693;2991.4229;1851.6227;2992.6244;1847.0025;2987.1534;1852.825;2994.6629;1849.7058;2990.6329;1851.3915
5399580.0;2992.5179;1849.2177;2989.555;1852.0199;2990.9623;1849.1568;2990.9175;1848.6795;2991.4065;1851.5222;2992.5486;1847.1573;2987.0983;1852.8834;2994.5173;1849.8638;2990.5612;1851.3233
5399600.0;2992.3888;1849.3127;2989.5056;1852.1854;2991.059;1848.9772;2990.8753;1848.7053;2991.4086;1851.4057;2992.4615;1847.2938;2987.0554;1852.9193;2994.3008;1850.0067;2990.4498;1851.2963
5399620.0;2992.2361;1849.4201;2989.4562;1852.351;2991.1536;1848.7671;2990.8032;1848.753;2991.4392;1851.2511;2992.3618;1847.4045;2987.0454;1852.9131;2994.0355;1850.0952;2990.3211;1851.4394
5399640.0;2992.0744;1849.5279;2989.4068;1852.5165;2991.2378;1848.5498;2990.7216;1848.8085;2991.4992;1851.0541;2992.2443;1847.4899;2987.0785;1852.8581;2993.767;1850.1368;2990.2079;1851.8481
5399660.0;2991.9201;1849.6239;2989.3574;1852.682;2991.3028;1848.3568;2990.6563;1848.8461;2991.5764;1850.8405;2992.0997;1847.5581;2987.1436;1852.771;2993.5355;1850.1688;2990.1287;1852.484
5399680.0;2991.7853;1849.6992;2989.3079;1852.8475;2991.345;1848.209;2990.6209;1848.8479;2991.6508;1850.648;2991.9204;1847.6209;2987.2148;1852.6817;2993.3538;1850.2287;2990.0754;1853.1744
5399700.0;2991.677;1849.7501;2989.2585;1853.013;2991.3687;1848.1081;2990.6106;1848.8164;2991.7082;1850.4951;2991.7107;1847.6873;2987.2708;1852.611;2993.2063;1850.3288;2990.0226;1853.7229
5399720.0;2991.5986;1849.778;2989.2091;1853.1785;2991.3779;1848.0463;2990.6129;1848.7676;2991.7502;1850.3703;2991.4905;1847.7588;2987.3074;1852.5574;2993.066;1850.4593;2989.9482;1854.0216
5399740.0;2991.5518;1849.7868;2989.1597;1853.344;2991.3689;1848.0195;2990.6189;1848.7152;2991.7905;1850.248;2991.2865;1847.8321;2987.3328;1852.5025;2992.9125;1850.6046;2989.8488;1854.08
5399760.0;2991.536;1849.7784;2989.1103;1853.5095;2991.3303;1848.0289;2990.6272;1848.6632;2991.8437;1850.11;2991.1176;1847.9059;2987.3583;1852.4258;2992.7388;1850.7564;2989.7388;1853.9791
5399780.0;2991.5499;1849.7521;2989.0608;1853.675;2991.2559;1848.0743;2990.6411;1848.6084;2991.9164;1849.9505;2990.9871;1847.987;2987.3917;1852.3169;2992.5528;1850.9129;2989.6359;1853.7982
5399800.0;2991.5905;1849.7067;2989.0114;1853.8405;2991.1554;1848.1482;2990.6637;1848.5484;2992.0045;1849.7734;2990.8858;1848.089;2987.4374;1852.1801;2992.3715;1851.0712;2989.5526;1853.5797
5399820.0;2991.6512;1849.645;2988.962;1854.006;2991.0516;1848.2367;2990.6971;1848.4819;2992.0979;1849.5865;2990.8005;1848.2213;2987.495;1852.0314;2992.2163;1851.2293;2989.4935;1853.3325
5399840.0;2991.7191;1849.5764;2988.9126;1854.1716;2990.9647;1848.3259;2990.7417;1848.4063;2992.1859;1849.4047;2990.7211;1848.3798;2987.557;1851.8914;2992.1043;1851.3896;2989.46;1853.0566
5399860.0;2991.7781;1849.5133;2988.8631;1854.3371;2990.8996;1848.4065;2990.799;1848.3166;2992.2619;1849.2487;2990.6427;1848.5465;2987.6123;1851.7741;2992.0435;1851.5599;2989.4516;1852.7555
5399880.0;2991.8151;1849.4653;2988.8137;1854.5026;2990.8478;1848.4742;2990.8728;1848.2075;2992.3229;1849.1379;2990.5631;1848.6988;2987.6474;1851.6787;2992.0321;1851.7456;2989.4654;1852.4267
5399900.0;2991.8261;1849.4356;2988.7643;1854.6681;2990.798;1848.5254;2990.9686;1848.0763;2992.3682;1849.0791;2990.4796;1848.8228;2987.6496;1851.5848;2992.0594;1851.9413;2989.4982;1852.0531
5399920.0;2991.8159;1849.4213;2988.7149;1854.8336;2990.7461;1848.5549;2991.0893;1847.9266;2992.399;1849.0598;2990.3883;1848.9142;2987.6122;1851.4629;2992.1075;1852.1331;2989.5494;1851.6153
5399940.0;2991.7979;1849.4167;2988.6655;1854.9991;2990.6967;1848.5586;2991.2318;1847.7693;2992.4196;1849.055;2990.2896;1848.9739;2987.5425;1851.2989;2992.1551;1852.3084;2989.6195;1851.1145
5399960.0;2991.7914;1849.4186;2988.616;1855.1646;2990.656;1848.5389;2991.3878;1847.6203;2992.4348;1849.0401;2990.1917;1849.0064;2987.4645;1851.1142;2992.1847;1852.4639;2989.704;1850.5767
5399980.0;2991.8229;1849.4263;2988.5666;1855.3301;2990.6253;1848.5036;2991.5511;1847.4974;2992.4447;1849.0018;2990.1083;1849.0235;2987.4075;1850.957;2992.1875;1852.6039;2989.7932;1850.0421
5400000.0;2991.9212;1849.4396;2988.5172;1855.4956;2990.6008;1848.4591;2991.7209;1847.4185;2992.4432;1848.9393;2990.0493;1849.0436;2987.3869;1850.8662;2992.1628;1852.7329;2989.8774;1849.5504
5400020.0;2992.1085;1849.4567;2988.4678;1855.6611;2990.5789;1848.4088;2991.8979;1847.3995;2992.4234;1848.8617;2990.0152;1849.083;2987.3972;1850.8437;2992.1094;1852.854;2989.9525;1849.1309
5400040.0;2992.3836;1849.4759;2988.4184;1855.8266;2990.5608;1848.3556;2992.0756;1847.4475;2992.382;1848.7886;2989.9985;1849.1437;2987.4196;1850.8643;2992.0219;1852.9725;2990.0197;1848.7938
5400060.0;2992.7115;1849.4996;2988.3689;1855.9922;2990.5501;1848.3029;2992.2383;1847.5478;2992.319;1848.7448;2989.9893;1849.2173;2987.4346;1850.9056;2991.8972;1853.0954;2990.0807;1848.5207
5400080.0;2993.0286;1849.5329;2988.3195;1856.1577;2990.5456;1848.2487;2992.37;1847.6628;2992.2343;1848.7559;2989.9788;1849.2955;2987.4312;1850.9636;2991.7452;1853.2257;2990.135;1848.2712
5400100.0;2993.2655;1849.5776;2988.2701;1856.3232;2990.5448;1848.1908;2992.4677;1847.7494;2992.127;1848.8382;2989.9611;1849.3744;2987.4102;1851.0431;2991.5883;1853.3591;2990.1803;1848.0033
5400120.0;2993.382;1849.6284;2988.2207;1856.4887;2990.5407;1848.1194;2992.5475;1847.7909;2991.9997;1848.9931;2989.9329;1849.4503;2987.3824;1851.1407;2991.4465;1853.4882;2990.2161;1847.6941
5400140.0;2993.3891;1849.6776;2988.1713;1856.6542;2990.5448;1848.0576;2992.6386;1847.8113;2991.8599;1849.2078;2989.8948;1849.5175;2987.366;1851.2421;2991.3228;1853.6072;2990.2468;1847.3407
5400160.0;2993.3405;1849.7223;2988.1218;1856.8197;2990.6079;1848.0977;2992.7713;1847.8644;2991.7151;1849.464;2989.8493;1849.5712;2987.3761;1851.3374;2991.2049;1853.7087;2990.2805;1846.9494
5400180.0;2993.2982;1849.765;2988.0724;1856.9852;2990.8125;1848.4017;2992.9643;1847.9985;2991.5682;1849.7444;2989.7973;1849.6148;2987.419;1851.4291;2991.079;1853.7835;2990.3251;1846.5285
5400200.0;2993.2994;1849.8101;2988.023;1857.1507;2991.2139;1849.1102;2993.2172;1848.2255;2991.4185;1850.0311;2989.7362;1849.6587;2987.4941;1851.528;2990.9409;1853.823;2990.3826;1846.0899
5400220.0;2993.3515;1849.8587;2987.9736;1857.3162;2991.772;1850.2195;2993.5138;1848.5145;2991.2678;1850.2969;2989.6603;1849.7155;2987.5995;1851.6392;2990.7964;1853.8234;2990.4508;1845.6508
5400240.0;2993.4512;1849.9112;2987.9242;1857.4817;2992.3573;1851.551;2993.83;1848.8111;2991.1227;1850.5008;2989.5637;1849.7923;2987.7373;1851.7583;2990.6553;1853.7859;2990.5275;1845.2296
5400260.0;2993.6011;1849.9696;2987.8747;1857.6472;2992.8383;1852.8514;2994.142;1849.0629;2990.9873;1850.6067;2989.4464;1849.8891;2987.9097;1851.875;2990.5246;1853.7178;2990.6198;1844.8407
5400280.0;2993.8022;1850.0377;2987.8253;1857.8128;2993.1594;1853.9195;2994.4275;1849.2366;2990.8558;1850.6068;2989.3164;1849.993;2988.113;1851.9757;2990.4053;1853.6333;2990.7454;1844.4962
5400300.0;2994.0417;1850.1153;2987.7759;1857.9783;2993.3425;1854.6666;2994.6667;1849.323;2990.7145;1850.5296;2989.1888;1850.077;2988.336;1852.0425;2990.2932;1853.549;2990.923;1844.2079
5400320.0;2994.294;1850.19;2987.7265;1858.1438;2993.4432;1855.1119;2994.8457;1849.334;2990.5505;1850.4257;2989.0769;1850.1066;2988.5693;1852.0554;2990.1844;1853.4761;2991.1514;1843.9737
5400340.0;2994.5427;1850.2395;2987.677;1858.3093;2993.5121;1855.3417;2994.9613;1849.2946;2990.3629;1850.3401;2988.9832;1850.0628;2988.8123;1852.0035;2990.082;1853.416;2991.3937;1843.7559
5400360.0;2994.7958;1850.2419;2987.6276;1858.4748;2993.5771;1855.4523;2995.0195;1849.2289;2990.1657;1850.2979;2988.8987;1849.9628;2989.0739;1851.8938;2989.9955;1853.3646;2991.5892;1843.4806
5400380.0;2995.0797;1850.1851;2987.5782;1858.6403;2993.6514;1855.5193;2995.0298;1849.1485;2989.9807;1850.3045;2988.8121;1849.856;2989.3633;1851.7487;2989.9347;1853.3158;2991.6879;1843.0752
5400400.0;2995.4164;1850.0683;2987.5288;1858.8058;2993.7333;1855.5751;2995.0028;1849.0512;2989.825;1850.3529;2988.7177;1849.7946;2989.6823;1851.5939;2989.9029;1853.2634;2991.6777;1842.5184
5400420.0;2995.8086;1849.8987;2987.4794;1858.9713;2993.8192;1855.6304;2994.949;1848.9265;2989.7061;1850.4262;2988.6187;1849.8066;2990.0225;1851.4468;2989.8969;1853.2039;2991.5822;1841.8546
5400440.0;2996.2387;1849.6879;2987.4299;1859.1368;2993.9075;1855.6862;2994.8788;1848.7634;2989.6234;1850.5001;2988.5248;1849.8911;2990.3637;1851.3161;2989.9101;1853.1396;2991.4382;1841.1661
5400460.0;2996.6766;1849.4499;2987.3805;1859.3023;2993.9987;1855.7415;2994.801;1848.5556;2989.5761;1850.5458;2988.4482;1850.0277;2990.6815;1851.2039;2989.9358;1853.0796;2991.2786;1840.5308
5400480.0;2997.0925;1849.2004;2987.3311;1859.4678;2994.0955;1855.793;2994.7222;1848.3017;2989.57;1850.5378;2988.3999;1850.1887;2990.9628;1851.1031;2989.9691;1853.0359;2991.1232;1839.9908
5400500.0;2997.4713;1848.9506;2987.2817;1859.6333;2994.203;1855.8376;2994.6472;1848.0028;2989.6175;1850.4608;2988.3855;1850.3486;2991.2144;1850.9964;2990.0067;1853.0168;2990.9807;1839.5456
5400520.0;2997.8205;1848.7025;2987.2323;1859.7989;2994.3248;1855.87;2994.5798;1847.6632;2989.7317;1850.3116;2988.4024;1850.4917;2991.459;1850.8599;2990.0448;1853.0228;2990.8514;1839.1747
5400540.0;2998.1654;1848.4454;2987.1828;1859.9644;2994.4653;1855.8795;2994.5215;1847.2928;2989.9156;1850.0996;2988.4424;1850.6154;2991.7211;1850.6761;2990.0768;1853.0446;2990.7362;1838.8763
5400560.0;2998.5398;1848.1552;2987.1334;1860.1299;2994.6301;1855.8399;2994.4696;1846.911;2990.1552;1849.8467;2988.4974;1850.7194;2992.018;1850.444;2990.0954;1853.0662;2990.6418;1838.6873
5400580.0;2998.9782;1847.8023;2987.084;1860.2954;2994.841;1855.6939;2994.4187;1846.5447;2990.4236;1849.5838;2988.5635;1850.7952;2992.3523;1850.1826;2990.1001;1853.0715;2990.5773;1838.662
5400600.0;2999.5041;1847.3673;2987.0346;1860.4609;2995.1559;1855.3425;2994.3608;1846.2187;2990.6927;1849.3417;2988.6383;1850.8284;2992.7033;1849.9295;2990.1008;1853.0497;2990.5468;1838.8302
5400620.0;3000.1099;1846.858;2986.9852;1860.6264;2995.6677;1854.6781;2994.2866;1845.9475;2990.9445;1849.1399;2988.7155;1850.8102;2993.0251;1849.7301;2990.1106;1852.9977;2990.5458;1839.1812
5400640.0;3000.7466;1846.314;2986.9357;1860.7919;2996.4528;1853.6605;2994.1902;1845.7295;2991.1727;1848.9829;2988.7852;1850.7456;2993.2624;1849.621;2990.1354;1852.9176;2990.5646;1839.677
5400660.0;3001.35;1845.7837;2986.8863;1860.9574;2997.4845;1852.3933;2994.0748;1845.5493;2991.3798;1848.8629;2988.8353;1850.6485;2993.3787;1849.6135;2990.1723;1852.8128;2990.5935;1840.271
5400680.0;3001.8787;1845.2947;2986.8369;1861.1229;2998.5943;1851.1111;2993.9545;1845.3838;2991.5725;1848.7684;2988.8491;1850.531;2993.3804;1849.6879;2990.217;1852.6863;2990.6257;1840.915
5400700.0;3002.3245;1844.8437;2986.7875;1861.2884;2999.5464;1850.0684;2993.8499;1845.2129;2991.7606;1848.6865;2988.8007;1850.3984;2993.3181;1849.8012;2990.2706;1852.5414;2990.6558;1841.5591
5400720.0;3002.6837;1844.4108;2986.738;1861.4539;3000.1774;1849.4093;2993.7817;1845.0231;2991.9543;1848.6057;2988.66;1850.2499;2993.2607;1849.9062;2990.3416;1852.3847;2990.6771;1842.1545
5400740.0;3002.9247;1843.9791;2986.6886;1861.6195;3000.4807;1849.1205;2993.7652;1844.8057;2992.1604;1848.5169;2988.4108;1850.0823;2993.2574;1849.9733;2990.4394;1852.2249;2990.6815;1842.6661
5400760.0;3002.9937;1843.542;2986.6392;1861.785;3000.5748;1849.0799;2993.8066;1844.5499;2992.3811;1848.4137;2988.0644;1849.8962;2993.3184;1849.9984;2990.5694;1852.0693;2990.6625;1843.0804
5400780.0;3002.8498;1843.1022;2986.5898;1861.9505;3000.605;1849.1392;2993.8979;1844.2429;2992.6178;1848.2891;2987.6567;1849.6982;2993.4254;1849.9992;2990.7292;1851.9199;2990.6183;1843.4056
5400800.0;3002.4995;1842.6745;2986.5404;1862.116;3000.6689;1849.1825;2994.0166;1843.8776;2992.8777;1848.1342;2987.2342;1849.5001;2993.5578;1849.9953;2990.9098;1851.7721;2990.5519;1843.6605
5400820.0;3002.0017;1842.2828;2986.4909;1862.2815;3000.8118;1849.1455;2994.1369;1843.46;2993.1718;1847.9421;2986.8439;1849.3167;2993.7056;1849.9969;2991.096;1851.6209;2990.4697;1843.8642
5400840.0;3001.4365;1841.9556;2986.4415;1862.447;3001.0439;1849.0131;2994.2427;1843.0069;2993.5083;1847.7146;2986.5296;1849.1617;2993.8655;1850.0014;2991.2708;1851.4659;2990.3812;1844.0345
5400860.0;3000.8682;1841.7194;2986.3921;1862.6125;3001.3568;1848.8072;2994.3311;1842.5443;2993.8812;1847.4647;2986.3247;1849.046;2994.0333;1849.9992;2991.4202;1851.3119;2990.2982;1844.1886
5400880.0;3000.3107;1841.6109;2986.3427;1862.778;3001.7282;1848.5661;2994.4051;1842.1036;2994.2669;1847.2106;2986.2391;1848.9753;2994.2032;1849.982;2991.5385;1851.1633;2990.2329;1844.343
5400900.0;2999.7165;1841.688;2986.2933;1862.9435;3002.13;1848.3231;2994.4681;1841.7169;2994.6199;1846.9732;2986.2496;1848.9506;2994.3745;1849.9466;2991.6283;1851.0207;2990.1952;1844.5169
5400920.0;2999.0005;1842.0195;2986.2438;1863.109;3002.5444;1848.0869;2994.5248;1841.4058;2994.8784;1846.7798;2986.3072;1848.971;2994.5543;1849.8948;2991.6959;1850.8806;2990.1919;1844.7289
5400940.0;2998.1033;1842.6331;2986.1944;1863.2745;3002.973;1847.8414;2994.5824;1841.1737;2994.9868;1846.6593;2986.3583;1849.0345;2994.7527;1849.832;2991.7483;1850.7397;2990.225;1844.9889
5400960.0;2997.0522;1843.466;2986.145;1863.4401;3003.4269;1847.5636;2994.6458;1841.0081;2994.9322;1846.6236;2986.3648;1849.1377;2994.9734;1849.7666;2991.7952;1850.5943;2990.2906;1845.2867
5400980.0;2995.969;1844.3702;2986.0956;1863.6056;3003.9081;1847.2437;2994.7148;1840.8915;2994.7605;1846.6524;2986.3107;1849.273;2995.206;1849.7086;2991.8504;1850.4392;2990.3783;1845.5934
5401000.0;2995.0034;1845.184;2986.0462;1863.7711;3004.4064;1846.8968;2994.7866;1840.81;2994.5558;1846.7003;2986.1961;1849.4273;2995.4302;1849.6664;2991.9264;1850.2705;2990.4738;1845.8808
5401020.0;2994.2423;1845.8199;2985.9967;1863.9366;3004.9072;1846.5522;2994.8594;1840.7553;2994.3962;1846.7224;2986.0333;1849.5834;2995.6258;1849.6444;2992.0228;1850.0925;2990.5635;1846.1381
5401040.0;2993.678;1846.2892;2985.9473;1864.1021;3005.3961;1846.2346;2994.934;1840.719;2994.3235;1846.6925;2985.8441;1849.723;2995.785;1849.6429;2992.1223;1849.9175;2990.6384;1846.3716
5401060.0;2993.2444;1846.6567;2985.8979;1864.2676;3005.8482;1845.9496;2995.0101;1840.6903;2994.3421;1846.6063;2985.6569;1849.8327;2995.9133;1849.6604;2992.2007;1849.7595;2990.697;1846.5907
5401080.0;2992.8777;1846.975;2985.8485;1864.4331;3006.2145;1845.6905;2995.0853;1840.6558;2994.4326;1846.4774;2985.4962;1849.9097;2996.0225;1849.6929;2992.2433;1849.6257;2990.745;1846.7992
5401100.0;2992.5497;1847.2537;2985.799;1864.5986;3006.4355;1845.4671;2995.1568;1840.6055;2994.5653;1846.3316;2985.374;1849.9631;2996.1223;1849.734;2992.2518;1849.5153;2990.7932;1846.9955
5401120.0;2992.26;1847.4803;2985.7496;1864.7641;3006.4719;1845.3273;2995.2226;1840.5355;2994.7127;1846.1983;2985.2889;1850.009;2996.2178;1849.7774;2992.2398;1849.4234;2990.852;1847.1755
5401140.0;2992.0211;1847.644;2985.7002;1864.9296;3006.3323;1845.3381;2995.282;1840.4493;2994.855;1846.1013;2985.2346;1850.0614;2996.3114;1849.8201;2992.2189;1849.3452;2990.9286;1847.3316
5401160.0;2991.8456;1847.7545;2985.6508;1865.0951;3006.0692;1845.5395;2995.3346;1840.3559;2994.9819;1846.0503;2985.2046;1850.125;2996.4042;1849.8615;2992.1888;1849.2843;2991.0239;1847.4458
5401180.0;2991.7426;1847.8388;2985.6014;1865.2607;3005.7451;1845.9135;2995.3795;1840.2651;2995.0883;1846.0415;2985.1887;1850.1939;2996.4942;1849.8998;2992.139;1849.2524;2991.1355;1847.4892
5401200.0;2991.7098;1847.9272;2985.5519;1865.4262;3005.395;1846.3987;2995.4137;1840.1834;2995.1725;1846.062;2985.1721;1850.2571;2996.5765;1849.9308;2992.0622;1849.2597;2991.265;1847.4287
5401220.0;2991.728;1848.0322;2985.5025;1865.5917;3005.0225;1846.9256;2995.4294;1840.1122;2995.2376;1846.0981;2985.1428;1850.3054;2996.6457;1849.9514;2991.9649;1849.3006;2991.4222;1847.249
5401240.0;2991.7597;1848.1383;2985.4531;1865.7572;3004.6322;1847.4352;2995.4142;1840.0506;2995.2916;1846.1405;2985.0999;1850.3367;2996.6988;1849.9622;2991.8643;1849.3528;2991.6167;1846.9775
5401260.0;2991.7648;1848.2179;2985.4037;1865.9227;3004.2525;1847.8754;2995.3581;1839.9995;2995.3445;1846.1836;2985.0537;1850.3562;2996.737;1849.9667;2991.774;1849.393;2991.8367;1846.6855
5401280.0;2991.722;1848.257;2985.3543;1866.0882;3003.9262;1848.2042;2995.2617;1839.9625;2995.4044;1846.2219;2985.0161;1850.3729;2996.7653;1849.9682;2991.6967;1849.4125;2992.0416;1846.4564
5401300.0;2991.6328;1848.2657;2985.3048;1866.2537;3003.6836;1848.4008;2995.1378;1839.9428;2995.4758;1846.2505;2984.992;1850.3937;2996.7914;1849.9686;2991.6298;1849.4166;2992.1849;1846.3424
5401320.0;2991.5078;1848.2648;2985.2554;1866.4192;3003.5289;1848.4724;2995.002;1839.9392;2995.5599;1846.268;2984.9787;1850.4198;2996.8222;1849.969;2991.5738;1849.4133;2992.2487;1846.3453
5401340.0;2991.3547;1848.2719;2985.206;1866.5847;3003.4514;1848.4455;2994.863;1839.9504;2995.6531;1846.2773;2984.9696;1850.4464;2996.8627;1849.9706;2991.5352;1849.4033;2992.2539;1846.4288
5401360.0;2991.1804;1848.2978;2985.1566;1866.7502;3003.4345;1848.3528;2994.7234;1839.9801;2995.746;1846.2837;2984.9564;1850.4688;2996.9182;1849.9756;2991.5252;1849.3789;2992.2402;1846.5444
5401380.0;2990.995;1848.3491;2985.1072;1866.9157;3003.4564;1848.23;2994.5905;1840.0353;2995.8227;1846.2942;2984.9317;1850.4865;2996.9987;1849.986;2991.5574;1849.3239;2992.2394;1846.6501
5401400.0;2990.8082;1848.4285;2985.0577;1867.0812;3003.4941;1848.1102;2994.4782;1840.1112;2995.8665;1846.3171;2984.891;1850.5013;2997.118;1850.0011;2991.6433;1849.2208;2992.2618;1846.7191
5401420.0;2990.62;1848.5301;2985.0083;1867.2468;3003.5332;1848.0129;2994.398;1840.1829;2995.87;1846.3588;2984.8363;1850.5119;2997.2906;1850.0101;2991.7813;1849.0612;2992.3006;1846.7442
5401440.0;2990.4261;1848.6367;2984.9589;1867.4123;3003.5727;1847.9392;2994.3486;1840.2167;2995.8429;1846.4174;2984.7764;1850.5131;2997.5272;1849.9867;2991.9492;1848.86;2992.3414;1846.7346
5401460.0;2990.2272;1848.7244;2984.9095;1867.5778;3003.6177;1847.8787;2994.316;1840.194;2995.8093;1846.478;2984.7252;1850.5015;2997.8287;1849.8974;2992.1113;1848.6543;2992.3674;1846.7102
5401480.0;2990.0362;1848.7697;2984.86;1867.7433;3003.6692;1847.8221;2994.2865;1840.1263;2995.7944;1846.5179;2984.6979;1850.4792;2998.1802;1849.722;2992.2371;1848.4826;2992.3614;1846.6954
5401500.0;2989.8795;1848.7565;2984.8106;1867.9088;3003.7206;1847.7699;2994.2537;1840.0496;2995.811;1846.5188;2984.7074;1850.4539;2998.5526;1849.4716;2992.3155;1848.3636;2992.3064;1846.7142
